These are responses from NicoAPI about getting comments.
Following responses are those in case of various "version" value. by Seo-4d696b75
start at 2017-07-03T18:29:19
（ ・ω・)=つ≡つ
（っ ≡つ=つ
`/　　)
(ノΠＵ</chat><chat thread="1190218917" no="2786401" vpos="386" date="1498171212" date_usec="735304" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">朝みっく</chat><chat thread="1190218917" no="2786402" vpos="886" date="1498171243" date_usec="991196" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">ＹＹＹＹＹＹＹＹＹＹＹＹ</chat><chat thread="1190218917" no="2786403" vpos="1493" date="1498171262" date_usec="443962" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">ネギ</chat><chat thread="1190218917" no="2786404" vpos="2000" date="1498171302" date_usec="708457" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">よっしゃー</chat><chat thread="1190218917" no="2786405" vpos="1300" date="1498174120" date_usec="415403" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">どっこいしょ</chat><chat thread="1190218917" no="2786406" vpos="9944" leaf="1" date="1498174163" date_usec="249973" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">８８８８８８８８８８８８８８８８</chat><chat thread="1190218917" no="2786407" vpos="1233" date="1498189609" date_usec="195515" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">昼みっく</chat><chat thread="1190218917" no="2786408" vpos="1713" date="1498189623" date_usec="64541" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">ｙｙｙｙｙｙｙｙｙｙｙｙｙｙｙｙｙｙｙｙ</chat><chat thread="1190218917" no="2786409" vpos="9840" leaf="1" date="1498189657" date_usec="737857" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">すごいすごい</chat><chat thread="1190218917" no="2786410" vpos="933" date="1498206551" date_usec="751297" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">昼みっく</chat><chat thread="1190218917" no="2786411" vpos="1080" date="1498206560" date_usec="988551" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">夕みっく</chat><chat thread="1190218917" no="2786412" vpos="1488" date="1498206579" date_usec="478877" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">みくみっく</chat><chat thread="1190218917" no="2786413" vpos="9913" leaf="1" date="1498206621" date_usec="584576" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">888888888888888</chat><chat thread="1190218917" no="2786414" vpos="920" date="1498211606" date_usec="608494" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">夕みっく</chat><chat thread="1190218917" no="2786415" vpos="1520" date="1498211629" date_usec="259978" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo green 184">YYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786416" vpos="1826" date="1498211637" date_usec="272477" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo green 184">YYYYYYYY</chat><chat thread="1190218917" no="2786417" vpos="9900" leaf="1" date="1498211663" date_usec="688093" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo green 184">YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786418" vpos="410" date="1498211723" date_usec="64429" anonymity="1" user_id="ZnjzXWQJWXI3zI3SdR8RzA5SaDc" mail="184">夕みっく</chat><chat thread="1190218917" no="2786419" vpos="850" date="1498211733" date_usec="487229" anonymity="1" user_id="ZnjzXWQJWXI3zI3SdR8RzA5SaDc" mail="184">ゆうみっく</chat><chat thread="1190218917" no="2786420" vpos="1731" date="1498211757" date_usec="58659" anonymity="1" user_id="ZnjzXWQJWXI3zI3SdR8RzA5SaDc" mail="184">YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786421" vpos="2614" date="1498211777" date_usec="567104" anonymity="1" user_id="ZnjzXWQJWXI3zI3SdR8RzA5SaDc" mail="184">YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786422" vpos="3005" date="1498211783" date_usec="934597" anonymity="1" user_id="ZnjzXWQJWXI3zI3SdR8RzA5SaDc" mail="184">YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786423" vpos="3191" date="1498211788" date_usec="65343" anonymity="1" user_id="ZnjzXWQJWXI3zI3SdR8RzA5SaDc" mail="184">YYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786424" vpos="851" date="1498219203" date_usec="274918" anonymity="1" user_id="61AlyeyL30rJqC3M_xYCx9wSzHo" mail="184">夕みっく</chat><chat thread="1190218917" no="2786425" vpos="744" date="1498219847" date_usec="914651" anonymity="1" user_id="zScAbsz4LGr-yWKH1L2SWygDjQU" mail="184">　∧_∧　ババババ
（ ・ω・)=つ≡つ
（っ ≡つ=つ
`/　　)
(ノΠＵ</chat><chat thread="1190218917" no="2786426" vpos="1931" date="1498219859" date_usec="693156" anonymity="1" user_id="zScAbsz4LGr-yWKH1L2SWygDjQU" mail="cyan 184">　∧_∧　ババババ
（ ・ω・)=つ≡つ
（っ ≡つ=つ
`/　　)
(ノΠＵ</chat><chat thread="1190218917" no="2786427" vpos="1734" date="1498220282" date_usec="614794" anonymity="1" user_id="uoYcYAhankOAthcP8iVnLRqEugc" mail="184 device:3DS">まっくみたいなw</chat><chat thread="1190218917" no="2786428" vpos="1189" date="1498224290" date_usec="387139" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">よ！</chat><chat thread="1190218917" no="2786429" vpos="4365" date="1498224321" date_usec="645644" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww</chat><chat thread="1190218917" no="2786430" vpos="6268" leaf="1" date="1498224340" date_usec="787865" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">してね？</chat><chat thread="1190218917" no="2786431" vpos="9612" leaf="1" date="1498224377" date_usec="648053" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">みつくみっくにしてあげる</chat><chat thread="1190218917" no="2786432" vpos="509" date="1498224385" date_usec="177772" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">ほほほほほほ</chat><chat thread="1190218917" no="2786433" vpos="6177" leaf="1" date="1498224444" date_usec="838514" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">俺ボーカロイドミクにあったことある♪wwwwwwwwwww</chat><chat thread="1190218917" no="2786434" vpos="2981" date="1498224552" date_usec="882700" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">コメ増えてる笑</chat><chat thread="1190218917" no="2786435" vpos="3533" date="1498224558" date_usec="462030" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">みく</chat><chat thread="1190218917" no="2786436" vpos="5634" date="1498224579" date_usec="438971" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">x99999999999c999989</chat><chat thread="1190218917" no="2786437" vpos="8234" leaf="1" date="1498224608" date_usec="427157" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm</chat><chat thread="1190218917" no="2786438" vpos="9356" leaf="1" date="1498224616" date_usec="681265" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">言い様</chat><chat thread="1190218917" no="2786439" vpos="5047" date="1498224787" date_usec="941433" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">^_†</chat><chat thread="1190218917" no="2786440" vpos="6526" leaf="1" date="1498224802" date_usec="638327" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">^_+†„←←→↑↑↑↑↑↑∀∀∀±</chat><chat thread="1190218917" no="2786441" vpos="9528" leaf="1" date="1498224835" date_usec="523609" anonymity="1" user_id="ORUZfADrtu06pIznyU_r5RLU-uc" mail="184 device:3DS">9999999999999999999999999999999999999999999999999999999@@@@9999999999999999</chat><chat thread="1190218917" no="2786442" vpos="0" date="1498225954" date_usec="444572" anonymity="1" user_id="rmool7NNsbg1bGWJqIxpXZues94" mail="184">伝説なんだよなあ</chat><chat thread="1190218917" no="2786443" vpos="1180" date="1498229116" date_usec="923143" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">夜みっく</chat><chat thread="1190218917" no="2786444" vpos="1453" date="1498229144" date_usec="985319" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">おおおお</chat><chat thread="1190218917" no="2786445" vpos="2398" date="1498230221" date_usec="59654" anonymity="1" user_id="N3Im4fcljgeIuI7VxtAiuGvRg3g" mail="184 device:3DS">夜みっく</chat><chat thread="1190218917" no="2786446" vpos="9526" leaf="1" date="1498230422" date_usec="608262" anonymity="1" user_id="f9aUD6MRUymYSzERoNQtGrMEyNI" mail="184 device:3DS">YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY</chat><chat thread="1190218917" no="2786447" vpos="3775" date="1498231633" date_usec="913449" anonymity="1" user_id="0pbpsIzp-iNQEZr76PITcB7K31w" mail="184 purple big">みっく♪みっく♪にしぃてあげるぅぅ♪</chat><chat thread="1190218917" no="2786448" vpos="4371" date="1498231654" date_usec="47808" anonymity="1" user_id="0pbpsIzp-iNQEZr76PITcB7K31w" mail="184 purple big">みっく♪みっく♪にしぃてあげる♪</chat><chat thread="1190218917" no="2786449" vpos="7376" leaf="1" date="1498231701" date_usec="665481" anonymity="1" user_id="0pbpsIzp-iNQEZr76PITcB7K31w" mail="184 purple big">みっく♪みっく♪にしぃてあげるぅぅ♪</chat><chat thread="1190218917" no="2786450" vpos="7977" leaf="1" date="1498231734" date_usec="329892" anonymity="1" user_id="0pbpsIzp-iNQEZr76PITcB7K31w" mail="184 purple big">みっく♪みっく♪にしぃてあげる♪</chat><chat thread="1190218917" no="2786451" vpos="6177" leaf="1" date="1498231849" date_usec="142507" anonymity="1" user_id="0pbpsIzp-iNQEZr76PITcB7K31w" mail="184 purple big">みっく♪みっく♪にしぃてやんよぉぉ♪</chat><chat thread="1190218917" no="2786452" vpos="6777" leaf="1" date="1498231880" date_usec="760218" anonymity="1" user_id="0pbpsIzp-iNQEZr76PITcB7K31w" mail="184 purple big">みっく♪みっく♪にしぃてやんよ♪</chat><chat thread="1190218917" no="2786453" vpos="1415" date="1498232691" date_usec="418256" anonymity="1" user_id="AJYDE2fs0_zX9ifUKpPd0r4Zgiw" mail="184 device:3DS">朝みっく</chat><chat thread="1190218917" no="2786454" vpos="593" date="1498233600" date_usec="595787" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">深夜みっく</chat><chat thread="1190218917" no="2786455" vpos="946" date="1498233612" date_usec="869801" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">すごい</chat><chat thread="1190218917" no="2786456" vpos="8020" leaf="1" date="1498236812" date_usec="360639" anonymity="1" user_id="Hk5Jyh9x8AoxWrAgab9Ibr2eTzE" mail="184 device:3DS">←同い年やないか！</chat><chat thread="1190218917" no="2786457" vpos="240" date="1498251846" date_usec="237307" anonymity="1" user_id="RJmGb3tabA5zfFsxnZvdTzPMNWM" mail="184 device:WiiU">マジで神話だな</chat><chat thread="1190218917" no="2786458" vpos="749" date="1498251857" date_usec="719305" anonymity="1" user_id="RJmGb3tabA5zfFsxnZvdTzPMNWM" mail="184 device:WiiU">朝みっく</chat><chat thread="1190218917" no="2786459" vpos="1526" date="1498257321" date_usec="885584" anonymity="1" user_id="_oUovrL8k8ymDb_omSCeDhkEO3U" mail="184 device:3DS">朝みっく</chat><chat thread="1190218917" no="2786460" vpos="1106" date="1498260477" date_usec="385680" anonymity="1" user_id="iXA6882pkiEsDlc-41qAd4d7g8E" mail="184">昼みっく</chat><chat thread="1190218917" no="2786461" vpos="2073" date="1498260486" date_usec="567357" anonymity="1" user_id="iXA6882pkiEsDlc-41qAd4d7g8E" mail="green 184">yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy</chat><chat thread="1190218917" no="2786462" vpos="1439" date="1498261377" date_usec="41826" anonymity="1" user_id="5dfP70ZTyIhB9F7hHOeUbCgy6Oo" mail="184 device:3DS">朝マック</chat><chat thread="1190218917" no="2786463" vpos="1193" date="1498261605" date_usec="244682" anonymity="1" user_id="IpzTgrRz-WLrxG91IaaFT_8gKDw" mail="184">夜みっく</chat><chat thread="1190218917" no="2786464" vpos="1850" date="1498263894" date_usec="214282" anonymity="1" user_id="tsIM9PFBzwsI8MMuOCDsCetr0oM" mail="184 device:3DS">朝ミック</chat><chat thread="1190218917" no="2786465" vpos="927" date="1498264688" date_usec="848719" anonymity="1" user_id="ORohY5ELJ-06Mty-h4JBmnpJXdE" mail="184">朝みっく</chat><chat thread="1190218917" no="2786466" vpos="9992" leaf="1" date="1498265323" date_usec="664407" premium="1" anonymity="1" deleted="2"/><chat thread="1190218917" no="2786467" vpos="1036" date="1498265421" date_usec="550533" anonymity="1" user_id="taPc8yvt5Dy5eKBwQgO9pkbt4ho" mail="184">朝みっく</chat><chat thread="1190218917" no="2786468" vpos="1293" date="1498269570" date_usec="228184" anonymity="1" user_id="VHTWLQls-nyJ770swnrpmLuyK8A" mail="184 device:3DS">朝みっく</chat><chat thread="1190218917" no="2786469" vpos="6872" leaf="1" date="1498269624" date_usec="918136" anonymity="1" user_id="VHTWLQls-nyJ770swnrpmLuyK8A" mail="184 device:3DS">みっくみっくにしてあげよ～</chat><chat thread="1190218917" no="2786470" vpos="3587" date="1498273822" date_usec="339840" anonymity="1" user_id="YWbZISohtr4IqhyT_6Ssfx7LxOg" mail="184 device:3DS">　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　。</chat><chat thread="1190218917" no="2786471" vpos="1300" date="1498274824" date_usec="560163" premium="1" anonymity="1" user_id="wNpq2gRtv3uDGRmge5KHGKrLst0" mail="184">昼みっく</chat><chat thread="1190218917" no="2786472" vpos="717" date="1498276228" date_usec="69916" anonymity="1" user_id="xvveEetK6U-pmQUPlitKuTBOZtE" mail="184 device:3DS">昼みっく</chat><chat thread="1190218917" no="2786473" vpos="413" date="1498278196" date_usec="172432" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo 184">昼みっく</chat><chat thread="1190218917" no="2786474" vpos="673" date="1498278228" date_usec="421019" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo green 184">yyyyyyyyyyyyyyyyyyyy</chat><chat thread="1190218917" no="2786475" vpos="9846" leaf="1" date="1498278248" date_usec="97425" premium="1" anonymity="1" user_id="Q3_fO9H2O3nV4TpH9f7Ym9lcfZE" mail="docomo green 184">yyyy</chat><chat thread="1190218917" no="2786476" vpos="3982" date="1498279065" date_usec="948543" anonymity="1" user_id="IUnOgkCPlnFL3TfYaqMr_UQg1CM" mail="184 device:3DS">みっく</chat><chat thread="1190218917" no="2786477" vpos="2146" date="1498282660" date_usec="311248" anonymity="1" user_id="nBd-3rNgBSZftoeGWgpMkeriZn0" mail="184">　∧_∧　ババババ
（ ・ω・)=つ≡つ
（っ ≡つ=つ
`/　　)
